"cancer","normal","names","model"
0.769346785937175,0.769346785937175,"fit_result","RBF_SVM"
0.601375598086124,0.601375598086124,"Otu00002","RBF_SVM"
0.600686498855835,0.600686498855835,"Otu00058","RBF_SVM"
0.597917100062409,0.597917100062409,"Otu00361","RBF_SVM"
0.596096837944664,0.596096837944664,"Otu00110","RBF_SVM"
0.583198980653214,0.583198980653214,"Otu00367","RBF_SVM"
0.582145828999376,0.582145828999376,"Otu00822","RBF_SVM"
0.581703765342209,0.581703765342209,"Otu00010","RBF_SVM"
0.577478156854587,0.577478156854587,"Otu00109","RBF_SVM"
0.574136675681298,0.574136675681298,"Otu00126","RBF_SVM"
0.774118473060121,0.774118473060121,"fit_result","RBF_SVM"
0.600296442687747,0.600296442687747,"Otu00058","RBF_SVM"
0.599919388391928,0.599919388391928,"Otu00002","RBF_SVM"
0.59822914499688,0.59822914499688,"Otu00128","RBF_SVM"
0.586280424381111,0.586280424381111,"Otu00367","RBF_SVM"
0.585383295194508,0.585383295194508,"Otu00033","RBF_SVM"
0.585175265238194,0.585175265238194,"Otu00264","RBF_SVM"
0.582574890784273,0.582574890784273,"Otu00822","RBF_SVM"
0.579480445184106,0.579480445184106,"Otu00018","RBF_SVM"
0.57737414187643,0.57737414187643,"Otu00005","RBF_SVM"
0.782192635739547,0.782192635739547,"fit_result","RBF_SVM"
0.59688995215311,0.59688995215311,"Otu00058","RBF_SVM"
0.594354587060537,0.594354587060537,"Otu00822","RBF_SVM"
0.593808508425213,0.593808508425213,"Otu00367","RBF_SVM"
0.59324942791762,0.59324942791762,"Otu00110","RBF_SVM"
0.588698772623258,0.588698772623258,"Otu00002","RBF_SVM"
0.586085396297067,0.586085396297067,"Otu00361","RBF_SVM"
0.581313709174121,0.581313709174121,"Otu00109","RBF_SVM"
0.580780632411067,0.580780632411067,"Otu00155","RBF_SVM"
0.580117536925317,0.580117536925317,"Otu00128","RBF_SVM"
0.769632827127106,0.769632827127106,"fit_result","RBF_SVM"
0.609189723320158,0.609189723320158,"Otu00002","RBF_SVM"
0.595446744331184,0.595446744331184,"Otu00264","RBF_SVM"
0.595160703141252,0.595160703141252,"Otu00044","RBF_SVM"
0.593834512169752,0.593834512169752,"Otu00058","RBF_SVM"
0.593808508425213,0.593808508425213,"Otu00367","RBF_SVM"
0.593444456001664,0.593444456001664,"Otu00110","RBF_SVM"
0.591780216351155,0.591780216351155,"Otu00361","RBF_SVM"
0.587762637819846,0.587762637819846,"Otu00221","RBF_SVM"
0.585357291449969,0.585357291449969,"Otu00822","RBF_SVM"
0.775379654670272,0.775379654670272,"fit_result","RBF_SVM"
0.614299459122114,0.614299459122114,"Otu00058","RBF_SVM"
0.593496463490743,0.593496463490743,"Otu00367","RBF_SVM"
0.592508321198253,0.592508321198253,"Otu00109","RBF_SVM"
0.58928385687539,0.58928385687539,"Otu00044","RBF_SVM"
0.589205845641772,0.589205845641772,"Otu00361","RBF_SVM"
0.587203557312253,0.587203557312253,"Otu00822","RBF_SVM"
0.585396297066778,0.585396297066778,"Otu00014","RBF_SVM"
0.584356147285209,0.584356147285209,"Otu00128","RBF_SVM"
0.578778344081548,0.578778344081548,"Otu00108","RBF_SVM"
0.763964010817558,0.763964010817558,"fit_result","RBF_SVM"
0.59456261701685,0.59456261701685,"Otu00367","RBF_SVM"
0.593808508425213,0.593808508425213,"Otu00058","RBF_SVM"
0.592664343665488,0.592664343665488,"Otu00128","RBF_SVM"
0.592339296858748,0.592339296858748,"Otu00822","RBF_SVM"
0.589101830663616,0.589101830663616,"Otu00002","RBF_SVM"
0.587762637819846,0.587762637819846,"Otu00113","RBF_SVM"
0.587398585396297,0.587398585396297,"Otu00110","RBF_SVM"
0.583797066777616,0.583797066777616,"Otu00010","RBF_SVM"
0.582964946952361,0.582964946952361,"Otu00361","RBF_SVM"
0.782218639484086,0.782218639484086,"fit_result","RBF_SVM"
0.607928541710006,0.607928541710006,"Otu00002","RBF_SVM"
0.599074266694404,0.599074266694404,"Otu00058","RBF_SVM"
0.59292438111088,0.59292438111088,"Otu00367","RBF_SVM"
0.589673913043478,0.589673913043478,"Otu00092","RBF_SVM"
0.586410443103807,0.586410443103807,"Otu00110","RBF_SVM"
0.584382151029748,0.584382151029748,"Otu00004","RBF_SVM"
0.583198980653214,0.583198980653214,"Otu00361","RBF_SVM"
0.580897649261494,0.580897649261494,"Otu00822","RBF_SVM"
0.580546598710214,0.580546598710214,"Otu00005","RBF_SVM"
0.774508529228209,0.774508529228209,"fit_result","RBF_SVM"
0.609098710214271,0.609098710214271,"Otu00058","RBF_SVM"
0.608981693363844,0.608981693363844,"Otu00002","RBF_SVM"
0.595017682546287,0.595017682546287,"Otu00361","RBF_SVM"
0.592209278136052,0.592209278136052,"Otu00128","RBF_SVM"
0.590324006656959,0.590324006656959,"Otu00109","RBF_SVM"
0.590154982317454,0.590154982317454,"Otu00110","RBF_SVM"
0.581560744747244,0.581560744747244,"Otu00822","RBF_SVM"
0.580832639900146,0.580832639900146,"Otu00005","RBF_SVM"
0.580221551903474,0.580221551903474,"Otu00221","RBF_SVM"
0.779813293114208,0.779813293114208,"fit_result","RBF_SVM"
0.598619201164968,0.598619201164968,"Otu00128","RBF_SVM"
0.597865092573331,0.597865092573331,"Otu00822","RBF_SVM"
0.596304867900978,0.596304867900978,"Otu00361","RBF_SVM"
0.596070834200125,0.596070834200125,"Otu00155","RBF_SVM"
0.589894944872062,0.589894944872062,"Otu00002","RBF_SVM"
0.588906802579572,0.588906802579572,"Otu00058","RBF_SVM"
0.587892656542542,0.587892656542542,"Otu00108","RBF_SVM"
0.584928229665072,0.584928229665072,"Otu00110","RBF_SVM"
0.583966091117121,0.583966091117121,"Otu00121","RBF_SVM"
0.779176201372998,0.779176201372998,"fit_result","RBF_SVM"
0.603195860203869,0.603195860203869,"Otu00058","RBF_SVM"
0.592326294986478,0.592326294986478,"Otu00110","RBF_SVM"
0.588425733305596,0.588425733305596,"Otu00128","RBF_SVM"
0.588308716455169,0.588308716455169,"Otu00004","RBF_SVM"
0.587125546078635,0.587125546078635,"Otu00361","RBF_SVM"
0.585344289577699,0.585344289577699,"Otu00002","RBF_SVM"
0.582652902017891,0.582652902017891,"Otu00334","RBF_SVM"
0.580208550031205,0.580208550031205,"Otu00030","RBF_SVM"
0.580182546286665,0.580182546286665,"Otu00028","RBF_SVM"
0.763638964010818,0.763638964010818,"fit_result","RBF_SVM"
0.614338464738922,0.614338464738922,"Otu00002","RBF_SVM"
0.596785937174953,0.596785937174953,"Otu00264","RBF_SVM"
0.5952257125026,0.5952257125026,"Otu00058","RBF_SVM"
0.592378302475556,0.592378302475556,"Otu00361","RBF_SVM"
0.59192323694612,0.59192323694612,"Otu00021","RBF_SVM"
0.591325150821718,0.591325150821718,"Otu00003","RBF_SVM"
0.590154982317454,0.590154982317454,"Otu00128","RBF_SVM"
0.589920948616601,0.589920948616601,"Otu00014","RBF_SVM"
0.589907946744331,0.589907946744331,"Otu00110","RBF_SVM"
0.763209902225921,0.763209902225921,"fit_result","RBF_SVM"
0.60812356979405,0.60812356979405,"Otu00058","RBF_SVM"
0.593197420428542,0.593197420428542,"Otu00002","RBF_SVM"
0.589816933638444,0.589816933638444,"Otu00822","RBF_SVM"
0.587996671520699,0.587996671520699,"Otu00367","RBF_SVM"
0.586748491782817,0.586748491782817,"Otu00264","RBF_SVM"
0.583459018098606,0.583459018098606,"Otu00109","RBF_SVM"
0.581924797170793,0.581924797170793,"Otu00018","RBF_SVM"
0.581599750364052,0.581599750364052,"Otu00128","RBF_SVM"
0.581183690451425,0.581183690451425,"Otu00361","RBF_SVM"
0.782036613272311,0.782036613272311,"fit_result","RBF_SVM"
0.6236738090285,0.6236738090285,"Otu00002","RBF_SVM"
0.60846161847306,0.60846161847306,"Otu00058","RBF_SVM"
0.596733929685875,0.596733929685875,"Otu00659","RBF_SVM"
0.591325150821718,0.591325150821718,"Otu00021","RBF_SVM"
0.59027199916788,0.59027199916788,"Otu00367","RBF_SVM"
0.589101830663616,0.589101830663616,"Otu00264","RBF_SVM"
0.588256708966091,0.588256708966091,"Otu00085","RBF_SVM"
0.586774495527356,0.586774495527356,"Otu00822","RBF_SVM"
0.586553463698773,0.586553463698773,"Otu00185","RBF_SVM"
0.765511233617641,0.765511233617641,"fit_result","RBF_SVM"
0.607239442479717,0.607239442479717,"Otu00128","RBF_SVM"
0.607174433118369,0.607174433118369,"Otu00058","RBF_SVM"
0.596668920324527,0.596668920324527,"Otu00002","RBF_SVM"
0.593691491574787,0.593691491574787,"Otu00109","RBF_SVM"
0.589972956105679,0.589972956105679,"Otu00822","RBF_SVM"
0.58995995423341,0.58995995423341,"Otu00367","RBF_SVM"
0.588815789473684,0.588815789473684,"Otu00361","RBF_SVM"
0.586215415019763,0.586215415019763,"Otu00121","RBF_SVM"
0.584499167880175,0.584499167880175,"Otu00108","RBF_SVM"
0.761350634491367,0.761350634491367,"fit_result","RBF_SVM"
0.614936550863324,0.614936550863324,"Otu00002","RBF_SVM"
0.592131266902434,0.592131266902434,"Otu00058","RBF_SVM"
0.591689203245267,0.591689203245267,"Otu00108","RBF_SVM"
0.590584044102351,0.590584044102351,"Otu00128","RBF_SVM"
0.588360723944248,0.588360723944248,"Otu00109","RBF_SVM"
0.586839504888704,0.586839504888704,"Otu00110","RBF_SVM"
0.584057104223008,0.584057104223008,"Otu00126","RBF_SVM"
0.582379862700229,0.582379862700229,"Otu00033","RBF_SVM"
0.581638755980861,0.581638755980861,"Otu00367","RBF_SVM"
0.771895152902018,0.771895152902018,"fit_result","RBF_SVM"
0.610099854379031,0.610099854379031,"Otu00002","RBF_SVM"
0.603884959434159,0.603884959434159,"Otu00058","RBF_SVM"
0.592105263157895,0.592105263157895,"Otu00264","RBF_SVM"
0.591832223840233,0.591832223840233,"Otu00822","RBF_SVM"
0.588139692115665,0.588139692115665,"Otu00659","RBF_SVM"
0.584746203453297,0.584746203453297,"Otu00044","RBF_SVM"
0.5816647597254,0.5816647597254,"Otu00085","RBF_SVM"
0.580338568753901,0.580338568753901,"Otu00367","RBF_SVM"
0.579948512585812,0.579948512585812,"Otu00024","RBF_SVM"
0.758802267526524,0.758802267526524,"fit_result","RBF_SVM"
0.622776679841897,0.622776679841897,"Otu00002","RBF_SVM"
0.61606771375078,0.61606771375078,"Otu00058","RBF_SVM"
0.602402745995423,0.602402745995423,"Otu00109","RBF_SVM"
0.598242146869149,0.598242146869149,"Otu00128","RBF_SVM"
0.591949240690659,0.591949240690659,"Otu00003","RBF_SVM"
0.590961098398169,0.590961098398169,"Otu00367","RBF_SVM"
0.590805075930934,0.590805075930934,"Otu00014","RBF_SVM"
0.589582899937591,0.589582899937591,"Otu00044","RBF_SVM"
0.587697628458498,0.587697628458498,"Otu00264","RBF_SVM"
0.756214894944872,0.756214894944872,"fit_result","RBF_SVM"
0.602649781568546,0.602649781568546,"Otu00058","RBF_SVM"
0.598034116912835,0.598034116912835,"Otu00659","RBF_SVM"
0.592456313709174,0.592456313709174,"Otu00221","RBF_SVM"
0.591858227584772,0.591858227584772,"Otu00822","RBF_SVM"
0.586605471187851,0.586605471187851,"Otu00361","RBF_SVM"
0.585383295194508,0.585383295194508,"Otu00121","RBF_SVM"
0.585006240898689,0.585006240898689,"Otu00110","RBF_SVM"
0.584967235281881,0.584967235281881,"Otu00002","RBF_SVM"
0.582457873933846,0.582457873933846,"Otu00004","RBF_SVM"
0.77349438319118,0.77349438319118,"fit_result","RBF_SVM"
0.60649833576035,0.60649833576035,"Otu00002","RBF_SVM"
0.599087268566674,0.599087268566674,"Otu00128","RBF_SVM"
0.598476180570002,0.598476180570002,"Otu00109","RBF_SVM"
0.597904098190139,0.597904098190139,"Otu00822","RBF_SVM"
0.594224568337841,0.594224568337841,"Otu00264","RBF_SVM"
0.5922742874974,0.5922742874974,"Otu00018","RBF_SVM"
0.591234137715831,0.591234137715831,"Otu00058","RBF_SVM"
0.58695652173913,0.58695652173913,"Otu00021","RBF_SVM"
0.586488454337425,0.586488454337425,"Otu00361","RBF_SVM"
0.776419804451841,0.776419804451841,"fit_result","RBF_SVM"
0.614000416059913,0.614000416059913,"Otu00002","RBF_SVM"
0.606069273975453,0.606069273975453,"Otu00058","RBF_SVM"
0.598606199292698,0.598606199292698,"Otu00110","RBF_SVM"
0.59591481173289,0.59591481173289,"Otu00367","RBF_SVM"
0.595212710630331,0.595212710630331,"Otu00128","RBF_SVM"
0.593392448512586,0.593392448512586,"Otu00822","RBF_SVM"
0.592105263157895,0.592105263157895,"Otu00264","RBF_SVM"
0.591767214478885,0.591767214478885,"Otu00044","RBF_SVM"
0.588802787601415,0.588802787601415,"Otu00659","RBF_SVM"
0.765277199916788,0.765277199916788,"fit_result","RBF_SVM"
0.595069690035365,0.595069690035365,"Otu00002","RBF_SVM"
0.590193987934263,0.590193987934263,"Otu00058","RBF_SVM"
0.587476596629915,0.587476596629915,"Otu00361","RBF_SVM"
0.587021531100478,0.587021531100478,"Otu00110","RBF_SVM"
0.58399209486166,0.58399209486166,"Otu00128","RBF_SVM"
0.583472019970876,0.583472019970876,"Otu00367","RBF_SVM"
0.58234085708342,0.58234085708342,"Otu00231","RBF_SVM"
0.581209694195964,0.581209694195964,"Otu00044","RBF_SVM"
0.577088100686499,0.577088100686499,"Otu00021","RBF_SVM"
0.761662679425837,0.761662679425837,"fit_result","RBF_SVM"
0.606927397545246,0.606927397545246,"Otu00002","RBF_SVM"
0.600400457665904,0.600400457665904,"Otu00058","RBF_SVM"
0.59986738090285,0.59986738090285,"Otu00021","RBF_SVM"
0.599451320990223,0.599451320990223,"Otu00004","RBF_SVM"
0.598242146869149,0.598242146869149,"Otu00822","RBF_SVM"
0.598086124401914,0.598086124401914,"Otu00003","RBF_SVM"
0.591988246307468,0.591988246307468,"Otu00185","RBF_SVM"
0.589218847514042,0.589218847514042,"Otu00109","RBF_SVM"
0.582977948824631,0.582977948824631,"Otu00428","RBF_SVM"
0.786106199292698,0.786106199292698,"fit_result","RBF_SVM"
0.602246723528188,0.602246723528188,"Otu00058","RBF_SVM"
0.598086124401914,0.598086124401914,"Otu00128","RBF_SVM"
0.595849802371542,0.595849802371542,"Otu00002","RBF_SVM"
0.589829935510713,0.589829935510713,"Otu00367","RBF_SVM"
0.589569898065321,0.589569898065321,"Otu00264","RBF_SVM"
0.589088828791346,0.589088828791346,"Otu00030","RBF_SVM"
0.588984813813189,0.588984813813189,"Otu00110","RBF_SVM"
0.579181402121906,0.579181402121906,"Otu00108","RBF_SVM"
0.577439151237778,0.577439151237778,"Otu00495","RBF_SVM"
0.775249635947576,0.775249635947576,"fit_result","RBF_SVM"
0.618629082587893,0.618629082587893,"Otu00058","RBF_SVM"
0.595628770542958,0.595628770542958,"Otu00128","RBF_SVM"
0.593301435406699,0.593301435406699,"Otu00002","RBF_SVM"
0.590532036613272,0.590532036613272,"Otu00361","RBF_SVM"
0.585929373829831,0.585929373829831,"Otu00110","RBF_SVM"
0.582210838360724,0.582210838360724,"Otu00822","RBF_SVM"
0.58201581027668,0.58201581027668,"Otu00108","RBF_SVM"
0.581235697940503,0.581235697940503,"Otu00367","RBF_SVM"
0.581105679217807,0.581105679217807,"Otu00109","RBF_SVM"
0.779683274391512,0.779683274391512,"fit_result","RBF_SVM"
0.595355731225296,0.595355731225296,"Otu00058","RBF_SVM"
0.593418452257125,0.593418452257125,"Otu00822","RBF_SVM"
0.592105263157895,0.592105263157895,"Otu00002","RBF_SVM"
0.586709486166008,0.586709486166008,"Otu00014","RBF_SVM"
0.584785209070106,0.584785209070106,"Otu00018","RBF_SVM"
0.584239130434783,0.584239130434783,"Otu00367","RBF_SVM"
0.57868733097566,0.57868733097566,"Otu00004","RBF_SVM"
0.578245267318494,0.578245267318494,"Otu00110","RBF_SVM"
0.577894216767215,0.577894216767215,"Otu00659","RBF_SVM"
0.784129914707718,0.784129914707718,"fit_result","RBF_SVM"
0.618772103182858,0.618772103182858,"Otu00002","RBF_SVM"
0.603481901393801,0.603481901393801,"Otu00058","RBF_SVM"
0.596759933430414,0.596759933430414,"Otu00185","RBF_SVM"
0.592703349282297,0.592703349282297,"Otu00017","RBF_SVM"
0.59158518826711,0.59158518826711,"Otu00822","RBF_SVM"
0.585071250260037,0.585071250260037,"Otu00126","RBF_SVM"
0.58433014354067,0.58433014354067,"Otu00005","RBF_SVM"
0.583563033076763,0.583563033076763,"Otu00361","RBF_SVM"
0.583159975036405,0.583159975036405,"Otu00367","RBF_SVM"
0.766902433950489,0.766902433950489,"fit_result","RBF_SVM"
0.614663511545663,0.614663511545663,"Otu00002","RBF_SVM"
0.611725088412731,0.611725088412731,"Otu00128","RBF_SVM"
0.595277719991679,0.595277719991679,"Otu00264","RBF_SVM"
0.592690347410027,0.592690347410027,"Otu00361","RBF_SVM"
0.590883087164552,0.590883087164552,"Otu00058","RBF_SVM"
0.586488454337425,0.586488454337425,"Otu00822","RBF_SVM"
0.585071250260037,0.585071250260037,"Otu00110","RBF_SVM"
0.584187122945704,0.584187122945704,"Otu00367","RBF_SVM"
0.583563033076763,0.583563033076763,"Otu00004","RBF_SVM"
0.776016746411483,0.776016746411483,"fit_result","RBF_SVM"
0.602376742250884,0.602376742250884,"Otu00002","RBF_SVM"
0.596811940919492,0.596811940919492,"Otu00367","RBF_SVM"
0.596343873517787,0.596343873517787,"Otu00361","RBF_SVM"
0.584447160391096,0.584447160391096,"Otu00155","RBF_SVM"
0.574019658830872,0.574019658830872,"Otu00110","RBF_SVM"
0.573369565217391,0.573369565217391,"Otu00822","RBF_SVM"
0.573109527771999,0.573109527771999,"Otu00004","RBF_SVM"
0.570730185146661,0.570730185146661,"Otu00495","RBF_SVM"
0.569521011025588,0.569521011025588,"Otu00327","RBF_SVM"
0.769528812148949,0.769528812148949,"fit_result","RBF_SVM"
0.609046702725192,0.609046702725192,"Otu00058","RBF_SVM"
0.600413459538173,0.600413459538173,"Otu00002","RBF_SVM"
0.586358435614729,0.586358435614729,"Otu00005","RBF_SVM"
0.585734345745787,0.585734345745787,"Otu00014","RBF_SVM"
0.581950800915332,0.581950800915332,"Otu00003","RBF_SVM"
0.581833784064905,0.581833784064905,"Otu00361","RBF_SVM"
0.580468587476597,0.580468587476597,"Otu00367","RBF_SVM"
0.579831495735386,0.579831495735386,"Otu00110","RBF_SVM"
0.578856355315165,0.578856355315165,"Otu00004","RBF_SVM"
0.764237050135219,0.764237050135219,"fit_result","RBF_SVM"
0.611035989182442,0.611035989182442,"Otu00058","RBF_SVM"
0.595420740586645,0.595420740586645,"Otu00002","RBF_SVM"
0.593548470979821,0.593548470979821,"Otu00264","RBF_SVM"
0.587411587268567,0.587411587268567,"Otu00092","RBF_SVM"
0.583758061160807,0.583758061160807,"Otu00044","RBF_SVM"
0.582899937591013,0.582899937591013,"Otu00822","RBF_SVM"
0.58133971291866,0.58133971291866,"Otu00024","RBF_SVM"
0.579415435822758,0.579415435822758,"Otu00128","RBF_SVM"
0.578544310380695,0.578544310380695,"Otu00367","RBF_SVM"
0.769775847722072,0.769775847722072,"fit_result","RBF_SVM"
0.597657062617017,0.597657062617017,"Otu00002","RBF_SVM"
0.588555752028292,0.588555752028292,"Otu00058","RBF_SVM"
0.587554607863532,0.587554607863532,"Otu00128","RBF_SVM"
0.580806636155606,0.580806636155606,"Otu00021","RBF_SVM"
0.580793634283337,0.580793634283337,"Otu00361","RBF_SVM"
0.580598606199293,0.580598606199293,"Otu00005","RBF_SVM"
0.57837528604119,0.57837528604119,"Otu00014","RBF_SVM"
0.578349282296651,0.578349282296651,"Otu00367","RBF_SVM"
0.577894216767215,0.577894216767215,"Otu00659","RBF_SVM"
0.755447784480965,0.755447784480965,"fit_result","RBF_SVM"
0.599958394008737,0.599958394008737,"Otu00058","RBF_SVM"
0.594055543998336,0.594055543998336,"Otu00361","RBF_SVM"
0.590519034741003,0.590519034741003,"Otu00128","RBF_SVM"
0.589998959850218,0.589998959850218,"Otu00367","RBF_SVM"
0.587177553567714,0.587177553567714,"Otu00659","RBF_SVM"
0.584564177241523,0.584564177241523,"Otu00822","RBF_SVM"
0.582457873933847,0.582457873933847,"Otu00002","RBF_SVM"
0.579857499479925,0.579857499479925,"Otu00110","RBF_SVM"
0.579090389016018,0.579090389016018,"Otu00264","RBF_SVM"
0.752184314541294,0.752184314541294,"fit_result","RBF_SVM"
0.617770959018099,0.617770959018099,"Otu00002","RBF_SVM"
0.597917100062409,0.597917100062409,"Otu00128","RBF_SVM"
0.593119409194924,0.593119409194924,"Otu00058","RBF_SVM"
0.589179841897233,0.589179841897233,"Otu00021","RBF_SVM"
0.586735489910547,0.586735489910547,"Otu00109","RBF_SVM"
0.58334200124818,0.58334200124818,"Otu00005","RBF_SVM"
0.58300395256917,0.58300395256917,"Otu00044","RBF_SVM"
0.582470875806116,0.582470875806116,"Otu00221","RBF_SVM"
0.578765342209278,0.578765342209278,"Otu00172","RBF_SVM"
0.773234345745787,0.773234345745787,"fit_result","RBF_SVM"
0.61277824006657,0.61277824006657,"Otu00002","RBF_SVM"
